59	33
66	180
99	783
20	268
97	284
62	660
21	363
82	168
82	486
100	182
55	326
76	681
2	429
45	870
19	276
17	723
36	442
62	687
18	277
6	237
13	856
71	663
97	707
80	713
97	471
26	881
41	719
74	24
93	95
12	542
13	304
74	995
96	871
71	105
82	966
100	382
50	912
17	495
35	642
6	601
20	94
98	73
42	853
69	661
65	993
58	885
78	469
12	475
29	105
60	672
80	286
55	817
48	281
77	252
22	544
88	288
51	673
88	705
5	47
21	167
64	698
11	759
44	433
59	960
59	230
3	880
48	542
32	779
1	999
100	699
95	259
8	82
82	991
24	145
72	75
46	377
28	662
38	700
99	104
88	18
6	599
11	188
17	435
7	180
87	122
68	430
26	291
1	587
1	814
92	348
41	170
23	613
81	258
72	241
62	586
10	891
39	403
42	198
100	114
57	69
70	875
99	544
97	730
79	403
62	2
63	891
73	969
94	838
55	558
84	251
66	520
29	913
35	159
65	609
85	569
21	517
37	949
68	110
70	795
79	844
83	30
92	416
50	645
34	746
88	509
26	317
85	124
27	203
42	781
18	391
73	572
94	289
95	74
66	841
52	770
75	138
89	130
32	185
57	388
90	740
59	609
80	822
42	493
18	199
38	211
50	948
55	359
4	618
50	504
97	649
91	96
3	868
97	588
86	233
59	391
6	713
49	960
88	183
47	831
69	408
74	579
62	850
36	329
15	67
47	995
75	673
80	599
34	817
68	500
36	249
21	843
99	382
88	768
39	852
68	146
74	199
26	48
94	782
69	507
61	350
100	696
49	644
47	874
82	444
84	569
90	445
20	164
68	997
100	860
9	120
55	214
8	582
51	576
91	470
96	993
76	0
11	71
20	298
7	378
42	163
84	120
15	71
20	648
79	527
82	647
12	346
20	625
38	301
89	280
3	854
73	307
23	642
42	1000
51	612
50	707
52	544
83	801
54	61
69	126
48	572
14	295
62	351
32	182
32	148
92	898
73	114
14	284
58	144
47	895
41	779
19	673
37	356
25	276
86	312
61	790
63	27
82	318
42	189
54	598
26	670
56	618
97	776
3	709
72	669
56	335
29	870
62	394
88	523
53	797
38	466
12	353
30	985
45	960
50	856
23	678
80	429
37	975
47	742
69	317
45	343
25	335
14	34
33	231
15	9
43	750
56	409
96	206
6	590
59	97
100	636
13	735
36	268
52	457
67	482
40	775
17	416
56	231
31	6
95	967
95	889
36	547
78	390
33	802
92	572
40	431
35	681
43	939
61	125
12	921
95	495
80	455
98	608
13	374
69	413
55	501
66	635
13	616
36	109
92	996
51	356
18	983
16	928
58	706
80	454
11	971
74	530
76	743
2	428
85	282
91	321
2	675
64	331
69	400
73	141
64	180
93	773
4	283
10	807
10	388
23	607
54	646
90	504
32	648
19	543
83	425
80	660
96	599
88	392
40	395
98	886
77	667
32	155
83	233
91	394
32	946
52	645
42	435
34	307
35	26
89	446
54	992
32	369
78	451
100	98
88	21
73	669
71	876
33	820
77	910
44	627
66	81
37	885
53	32
52	442
39	508
82	459
41	993
19	305
76	873
77	28
43	673
95	237
53	699
56	443
26	580
71	990
84	844
19	331
64	765
40	671
23	232
80	533
45	662
83	188
74	628
30	450
78	870
11	100
72	5
45	942
52	460
29	373
53	260
66	695
75	882
48	38
19	781
88	270
88	331
12	859
3	156
58	365
68	676
30	779
75	353
55	519
92	941
15	187
75	716
20	717
100	712
24	118
7	345
72	821
52	268
41	780
20	863
38	631
80	966
35	147
59	702
6	537
67	618
49	6
9	508
22	584
42	904
85	686
91	165
17	385
73	379
78	683
49	396
52	758
55	128
71	333
21	73
73	228
69	837
22	31
69	207
94	573
27	890
100	859
46	989
54	240
47	741
23	625
89	512
84	24
86	784
47	896
62	900
4	191
87	947
11	653
1	791
91	739
56	170
52	625
2	587
34	135
64	796
84	794
21	585
93	11
30	646
52	785
36	503
17	82
9	685
11	186
96	934
10	205
31	899
46	513
46	545
32	227
45	624
96	204
100	391
45	898
24	133
18	611
92	443
51	978
60	484
16	65
65	226
10	385
42	544
83	911
78	748
40	954
4	328
36	411
79	67
22	80
15	418
90	600
82	638
58	147
33	116
46	661
5	859
91	572
92	701
6	581
10	805
34	1
28	586
20	233
6	820
52	32
12	825
28	400
24	322
54	500
84	664
41	23
54	248
78	231
6	203
46	225
14	549
9	749
65	145
49	962
100	571
86	675
5	53
61	830
82	39
97	207
84	606
10	55
13	254
24	377
42	263
16	749
50	185
44	201
84	733
55	267
79	61
4	326
64	241
87	599
64	120
89	960
89	313
29	550
51	878
36	499
100	65
77	29
72	856
15	255
96	901
91	873
41	689
13	154
84	167
53	347
21	868
48	358
66	365
14	402
59	543
17	177
26	36
91	763
90	578
76	67
88	449
53	340
70	835
2	605
6	563
58	396
5	674
3	663
64	985
82	819
49	365
92	856
85	941
46	896
49	639
45	5
99	978
30	249
26	368
23	648
38	352
20	526
11	925
18	171
95	652
44	183
25	291
79	896
48	779
38	161
61	864
47	117
24	975
10	738
41	280
84	761
66	104
42	636
30	618
3	338
19	287
76	533
67	807
4	45
18	650
96	141
13	524
98	544
84	438
8	386
39	967
35	763
96	966
98	84
94	965
83	609
80	493
72	885
39	813
19	621
58	639
74	601
36	444
71	74
1	553
97	693
10	38
83	149
51	919
2	665
22	352
59	818
16	475
1	562
23	973
52	380
64	0
8	5
98	251
59	358
92	999
8	297
72	826
36	77
24	71
69	374
50	876
96	81
81	297
47	7
86	165
57	268
92	892
30	861
60	559
77	158
98	460
71	344
83	616
96	675
11	337
78	494
69	658
21	609
31	619
89	746
55	614
45	792
29	655
1	670
83	196
80	470
23	792
39	974
62	505
32	356
31	133
37	185
60	973
25	718
31	266
64	458
87	25
50	528
32	682
27	318
96	130
11	526
3	968
56	755
36	977
81	668
17	454
29	546
68	988
91	54
5	557
86	6
8	542
79	23
50	609
26	852
47	664
51	184
56	969
6	688
98	561
78	160
12	342
79	636
6	139
62	964
56	537
92	709
22	496
71	5
76	606
82	755
98	652
52	848
93	986
53	777
69	52
59	440
23	687
72	732
88	265
19	587
83	670
45	409
27	864
29	970
60	906
16	131
69	212
34	175
47	787
94	109
94	404
38	60
46	842
40	85
25	819
29	744
26	467
72	460
11	913
7	502
72	414
45	114
90	7
81	779
27	250
43	293
84	671
47	401
42	737
67	833
18	622
95	121
81	907
50	74
80	805
54	270
38	837
85	734
86	831
32	898
94	94
43	749
41	377
4	93
18	1000
79	472
73	813
97	397
73	645
96	826
6	593
31	258
30	174
52	969
79	65
93	818
95	226
63	423
77	630
65	764
81	721
77	495
56	756
10	161
87	973
2	412
37	503
80	196
29	137
57	938
48	575
58	686
14	130
72	979
69	806
98	938
9	568
63	227
72	626
86	462
74	609
3	774
95	540
1	361
86	738
61	374
17	427
75	611
67	369
47	160
55	364
36	935
19	304
67	667
8	599
22	931
35	359
100	16
83	773
44	629
58	349
85	686
85	334
93	792
26	171
41	615
49	705
81	87
51	239
13	681
43	540
42	805
44	550
20	937
9	390
1	933
62	566
79	550
4	37
81	413
4	194
57	670
26	350
90	334
67	20
48	380
60	333
16	893
81	805
12	227
9	31
75	204
25	274
15	483
16	531
36	416
32	485
82	228
23	501
100	865
42	830
80	677
18	340
53	991
37	492
5	68
77	20
24	94
18	588
67	759
62	467
13	343
23	761
4	223
99	840
53	781
52	827
76	63
8	405
21	191
76	675
91	157
58	272
47	550
26	960
81	524
10	4
82	603
57	589
41	108
20	20
30	469
71	526
65	930
26	394
49	897
7	394
28	47
65	602
14	177
68	398
57	370
26	201
59	489
6	137
26	56
34	845
26	295
8	686
68	388
17	753
60	729
80	287
96	137
49	571
15	495
25	615
73	12
42	159
9	216
14	548
52	970
86	659
11	501
1	982
51	302
16	718
5	108
46	629
25	19
64	474
8	12
7	732
46	939
65	380
86	432
34	457
70	600
85	865
26	774
82	197
81	456
53	973
92	876
19	982
31	630
25	767
16	482
10	928
55	964
54	509
24	159
29	928
62	129
87	11
93	573
62	23
13	408
53	150
69	283
17	638
69	600
94	783
20	429
82	546
54	881
26	260
49	857
60	464
73	929
100	582
94	578
83	27
53	321
38	839
25	748
1	522
53	936
25	639
100	562
44	62
50	603
65	62
64	331
84	292
95	6
31	75
15	112
44	130
33	198
89	153
38	388
96	902
5	177
24	639
66	863
64	905
36	228
62	225
75	708
89	151
36	897
2	504
18	685
34	953
71	320
71	873
28	568
82	227
97	788
38	893
7	686
33	526
81	944
5	928
64	530
26	66
100	903
38	146
68	374
73	222
87	226
23	24
21	579
10	728
55	810
17	565
40	222
14	731
77	502
7	291
48	961
7	903
5	995
48	546
13	966
11	505
56	99
43	763
100	564
39	310
17	133
78	448
17	509
20	619
3	433
91	440
14	132
99	477
48	300
22	835
16	405
18	803
22	547
46	256
73	773
71	743
27	64
95	952
77	518
8	517
78	26
37	509
2	595
90	390
62	551
22	677
89	565
53	918
49	731
61	580
100	572
17	645
10	551
34	538
51	95
87	724
30	667
25	101
96	875
29	685
71	635
2	997
76	549
38	7
63	276
15	66
3	144
1	497
13	633
48	510
36	356
78	939
62	979
64	41
18	120
92	539
33	876
13	600
69	690
73	238
65	189
81	943
72	79
59	806
81	990
64	647
99	425
38	265
81	277
2	374
44	952
46	437
89	462
51	277
31	919
28	502
78	357
33	415
94	157
3	831
59	394
9	825
90	362
23	364
54	50
15	871
99	318
45	469
84	547
67	540
25	438
90	143
65	838
8	448
3	56
95	776
31	361
20	994
100	218
48	792
2	838
11	377
55	449
27	52
53	567
84	557
77	452
57	899
43	980
81	735
28	599
80	355
7	503
62	654
49	810
6	285
67	673
66	147
19	854
34	909
58	917
51	867
16	812
10	529
58	650
38	30
26	720
67	830
3	75
54	13
32	162
56	861
48	94
7	576
16	490
56	244
75	626
25	855
57	465
14	533
34	668
33	226
93	400
60	8
73	545
94	841
78	360
3	397
34	763
61	929
5	907
8	488
73	103
13	402
48	915
57	901
96	791
26	907
39	118
69	93
99	355
18	176
87	560
65	422
67	188
60	186
29	118
80	314
55	814
98	284
94	947
95	877
8	814
90	402
71	842
76	235
43	143
69	528
61	634
16	945
10	864
59	318
69	330
99	25
27	173
64	6
48	320
6	219
30	968
93	767
54	453
71	173
43	337
35	348
36	138
54	408
20	652
27	741
53	498
31	94
55	951
71	539
49	386
80	163
87	70
74	663
33	139
20	181
83	55
66	694
54	285
7	457
5	827
73	44
47	49
98	565
59	704
5	730
89	769
81	818
18	244
86	779
32	967
19	771
76	598
99	326
60	768
2	592
61	846
38	288
41	697
40	214
57	811
18	442
86	546
33	829
30	765
17	316
77	163
54	433
64	802
48	358
38	194
37	706
85	98
79	170
100	935
85	415
77	760
62	836
78	363
28	331
65	644
22	973
52	444
12	992
46	338
49	263
31	81
40	266
80	163
51	538
24	406
27	515
42	296
94	426
47	597
56	951
36	228
70	318
75	590
20	567
58	930
